Proccess,ID,Target,F1mean,F1std,ROCmean,ROCstd
3a,['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3'],Y2,0.4518,0.0493,0.4332,0.0423
3a,['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'],Y2,0.4629,0.0475,0.4316,0.0382
3a,['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'],Y2,0.4634,0.0434,0.4348,0.0386
3a,"['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio']",Y2,0.4584,0.0568,0.436,0.0388
3a,"['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio']",Y2,0.4646,0.0509,0.4362,0.0384
3a,"['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio']",Y2,0.4636,0.0498,0.4361,0.0376
3a,"['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2']",Y2,0.4517,0.0597,0.4204,0.0386
3a,"['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~']",Y2,0.4382,0.045,0.4179,0.0483
3a,"['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~']",Y2,0.4168,0.0475,0.3608,0.0518
3a,"['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~' 'bin_EPS']",Y2,0.4441,0.0531,0.3717,0.0455
3a,['C6'],Y2,0.465,0.0489,0.4852,0.0471
3a,['C6' 'T1'],Y2,0.4836,0.0668,0.4746,0.0762
3a,['C6' 'T1' 'T2'],Y2,0.478,0.0675,0.4808,0.0738
3a,['C6' 'T1' 'T2' 'T3'],Y2,0.4539,0.0568,0.4787,0.0736
3a,['C6' 'T1' 'T2' 'T3' 'T4'],Y2,0.4612,0.0405,0.4746,0.0634
3a,['C6' 'T1' 'T2' 'T3' 'T4' 'T5'],Y2,0.5039,0.0353,0.4882,0.0602
3a,['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1'],Y2,0.4771,0.0391,0.4556,0.0597
3a,['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2'],Y2,0.4515,0.0489,0.426,0.0477
3a,['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3'],Y2,0.4469,0.0431,0.436,0.0482
3a,['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'],Y2,0.4642,0.0411,0.4249,0.0451
3a,['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'],Y2,0.4631,0.0419,0.423,0.0482
3a,"['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio']",Y2,0.4604,0.0476,0.4225,0.0453
3a,"['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio']",Y2,0.4622,0.0461,0.4242,0.0444
3a,"['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio']",Y2,0.4618,0.0491,0.423,0.0435
3a,"['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2']",Y2,0.4458,0.0651,0.4163,0.045
3a,"['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~']",Y2,0.4397,0.0474,0.4063,0.055
3a,"['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~']",Y2,0.4204,0.048,0.3541,0.0472
3a,"['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~' 'bin_EPS']",Y2,0.4312,0.0472,0.3681,0.0492
3a,['T1'],Y2,0.4754,0.0795,0.467,0.0796
3a,['T1' 'T2'],Y2,0.479,0.0796,0.4767,0.0786
3a,['T1' 'T2' 'T3'],Y2,0.4504,0.0591,0.4684,0.0713
3a,['T1' 'T2' 'T3' 'T4'],Y2,0.456,0.0565,0.464,0.0705
3a,['T1' 'T2' 'T3' 'T4' 'T5'],Y2,0.4676,0.0308,0.4679,0.0596
3a,['T1' 'T2' 'T3' 'T4' 'T5' 'S1'],Y2,0.4728,0.0436,0.4504,0.058
3a,['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2'],Y2,0.4628,0.0484,0.4282,0.0444
3a,['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3'],Y2,0.4502,0.0467,0.4302,0.045
3a,['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'],Y2,0.461,0.0392,0.4273,0.0449
3a,['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'],Y2,0.4614,0.0405,0.4283,0.0465
3a,"['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio']",Y2,0.4573,0.0323,0.4251,0.045
3a,"['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio']",Y2,0.4571,0.0301,0.4254,0.0421
3a,"['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio']",Y2,0.4609,0.0332,0.4251,0.0428
3a,"['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2']",Y2,0.4591,0.0381,0.4199,0.0392
3a,"['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~']",Y2,0.448,0.0509,0.4183,0.054
3a,"['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~']",Y2,0.4291,0.0451,0.3615,0.0478
3a,"['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~' 'bin_EPS']",Y2,0.4149,0.05,0.3646,0.0489
3a,['T2'],Y2,0.483,0.0622,0.469,0.0702
3a,['T2' 'T3'],Y2,0.4449,0.0626,0.4524,0.067
3a,['T2' 'T3' 'T4'],Y2,0.4432,0.0648,0.458,0.0661
3a,['T2' 'T3' 'T4' 'T5'],Y2,0.4703,0.0497,0.4679,0.0532
3a,['T2' 'T3' 'T4' 'T5' 'S1'],Y2,0.4755,0.0435,0.4497,0.0518
3a,['T2' 'T3' 'T4' 'T5' 'S1' 'S2'],Y2,0.4488,0.0537,0.4244,0.0443
3a,['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3'],Y2,0.4547,0.0404,0.4271,0.0404
3a,['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'],Y2,0.453,0.0349,0.4229,0.0448
3a,['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'],Y2,0.4576,0.0415,0.4251,0.0468
3a,"['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio']",Y2,0.4444,0.0399,0.4198,0.0445
3a,"['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio']",Y2,0.4506,0.0358,0.4235,0.0439
3a,"['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio']",Y2,0.4501,0.0298,0.4233,0.0426
3a,"['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2']",Y2,0.4625,0.0463,0.4245,0.0401
3a,"['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~']",Y2,0.4431,0.0459,0.4164,0.0485
3a,"['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~']",Y2,0.4146,0.0472,0.3588,0.0453
3a,"['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~' 'bin_EPS']",Y2,0.4238,0.0538,0.365,0.0427
3a,['T3'],Y2,0.4695,0.0609,0.4669,0.0736
3a,['T3' 'T4'],Y2,0.4523,0.0677,0.4602,0.0679
3a,['T3' 'T4' 'T5'],Y2,0.4625,0.0566,0.4642,0.0606
3a,['T3' 'T4' 'T5' 'S1'],Y2,0.4626,0.0466,0.4468,0.0592
3a,['T3' 'T4' 'T5' 'S1' 'S2'],Y2,0.4581,0.06,0.4255,0.0436
3a,['T3' 'T4' 'T5' 'S1' 'S2' 'S3'],Y2,0.4561,0.0424,0.4369,0.0438
3a,['T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'],Y2,0.4579,0.0379,0.4229,0.0481
3a,['T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'],Y2,0.4556,0.0439,0.4241,0.0481
3a,['T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'],Y2,0.4474,0.0401,0.4179,0.0502
3a,"['T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio']",Y2,0.4518,0.0422,0.42,0.0483
3a,"['T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio']",Y2,0.4508,0.0395,0.4208,0.0474
3a,"['T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2']",Y2,0.4485,0.0502,0.4197,0.0344
3a,"['T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y2,0.4539,0.0418,0.4206,0.05
3a,"['T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y2,0.4218,0.0412,0.3573,0.045
3a,"['T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y2,0.4208,0.0583,0.3637,0.0387
3a,['T4'],Y2,0.4892,0.0838,0.4781,0.0701
3a,['T4' 'T5'],Y2,0.5053,0.071,0.4898,0.0666
3a,['T4' 'T5' 'S1'],Y2,0.4743,0.0603,0.4585,0.0616
3a,['T4' 'T5' 'S1' 'S2'],Y2,0.4453,0.0583,0.4301,0.048
3a,['T4' 'T5' 'S1' 'S2' 'S3'],Y2,0.4326,0.0471,0.4341,0.0492
3a,['T4' 'T5' 'S1' 'S2' 'S3' 'C5~'],Y2,0.4519,0.0495,0.4308,0.053
3a,['T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'],Y2,0.4498,0.0466,0.4305,0.0542
3a,['T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'],Y2,0.4463,0.0508,0.4342,0.049
3a,"['T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio']",Y2,0.452,0.0411,0.4338,0.0503
3a,"['T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio']",Y2,0.4487,0.035,0.4341,0.0505
3a,"['T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2']",Y2,0.4495,0.0631,0.4315,0.0388
3a,"['T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y2,0.4531,0.0472,0.4263,0.0529
3a,"['T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y2,0.4377,0.0567,0.3703,0.0436
3a,"['T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y2,0.4407,0.0651,0.3693,0.0392
3a,['T5'],Y2,0.5027,0.0662,0.4765,0.0654
3a,['T5' 'S1'],Y2,0.4828,0.0588,0.4526,0.0676
3a,['T5' 'S1' 'S2'],Y2,0.444,0.0551,0.4359,0.0538
3a,['T5' 'S1' 'S2' 'S3'],Y2,0.4337,0.0347,0.4321,0.0477
3a,['T5' 'S1' 'S2' 'S3' 'C5~'],Y2,0.4526,0.0464,0.4259,0.0492
3a,['T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'],Y2,0.4462,0.0438,0.4295,0.0512
3a,['T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'],Y2,0.4358,0.0385,0.4214,0.0483
3a,"['T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio']",Y2,0.4384,0.0365,0.4223,0.0486
3a,"['T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio']",Y2,0.4384,0.0398,0.4235,0.0488
3a,"['T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2']",Y2,0.4441,0.0509,0.4195,0.0436
3a,"['T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y2,0.462,0.0385,0.4248,0.0564
3a,"['T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y2,0.4267,0.0581,0.3672,0.0506
3a,"['T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y2,0.4233,0.0711,0.3716,0.0508
3a,['S1'],Y2,0.4538,0.058,0.4457,0.0653
3a,['S1' 'S2'],Y2,0.4629,0.0599,0.4424,0.0643
3a,['S1' 'S2' 'S3'],Y2,0.4567,0.0414,0.4366,0.0546
3a,['S1' 'S2' 'S3' 'C5~'],Y2,0.4584,0.043,0.4267,0.049
3a,['S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'],Y2,0.4539,0.0497,0.4251,0.052
3a,['S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'],Y2,0.4468,0.0412,0.4247,0.0551
3a,"['S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio']",Y2,0.4458,0.0448,0.428,0.0522
3a,"['S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio']",Y2,0.4445,0.0438,0.4273,0.0523
3a,"['S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2']",Y2,0.4455,0.0613,0.4241,0.0394
3a,"['S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y2,0.4624,0.0448,0.4295,0.0559
3a,"['S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y2,0.4145,0.0447,0.3645,0.0507
3a,"['S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y2,0.406,0.0621,0.3674,0.0548
3a,['S2'],Y2,0.4553,0.0532,0.4388,0.0613
3a,['S2' 'S3'],Y2,0.4535,0.0473,0.4397,0.0545
3a,['S2' 'S3' 'C5~'],Y2,0.4651,0.0436,0.4309,0.0512
3a,['S2' 'S3' 'C5~' 'pos_word_ratio'],Y2,0.4582,0.0485,0.4292,0.051
3a,['S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'],Y2,0.4407,0.0448,0.4296,0.0491
3a,['S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'],Y2,0.4474,0.0417,0.4319,0.0492
3a,"['S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio']",Y2,0.4449,0.041,0.431,0.0484
3a,"['S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2']",Y2,0.4454,0.0632,0.4186,0.0468
3a,"['S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y2,0.4537,0.0504,0.4182,0.0557
3a,"['S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y2,0.433,0.0715,0.3673,0.0513
3a,"['S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y2,0.4292,0.0653,0.3685,0.0495
3a,['S3'],Y2,0.5171,0.0816,0.4829,0.0689
3a,['S3' 'C5~'],Y2,0.4818,0.062,0.4658,0.0351
3a,['S3' 'C5~' 'pos_word_ratio'],Y2,0.501,0.0455,0.4635,0.0295
3a,['S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'],Y2,0.4501,0.0488,0.4444,0.0377
3a,['S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'],Y2,0.4505,0.0451,0.441,0.0386
3a,"['S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio']",Y2,0.4545,0.0449,0.4405,0.039
3a,"['S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2']",Y2,0.4339,0.0379,0.4311,0.0288
3a,"['S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y2,0.4345,0.0318,0.424,0.0447
3a,"['S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y2,0.4258,0.0458,0.3713,0.0413
3a,"['S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y2,0.4359,0.05,0.376,0.0402
3a,['C5~'],Y2,0.4741,0.0627,0.4635,0.0606
3a,['C5~' 'pos_word_ratio'],Y2,0.473,0.0557,0.4571,0.045
3a,['C5~' 'pos_word_ratio' 'neg_word_ratio'],Y2,0.4536,0.0448,0.4435,0.0436
3a,['C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'],Y2,0.4506,0.0485,0.446,0.0428
3a,"['C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio']",Y2,0.4409,0.0495,0.444,0.0418
3a,"['C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2']",Y2,0.4293,0.0291,0.4206,0.0375
3a,"['C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y2,0.4359,0.0313,0.4212,0.0386
3a,"['C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y2,0.4339,0.0432,0.3714,0.0351
3a,"['C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y2,0.4306,0.0421,0.3743,0.0339
3a,['pos_word_ratio'],Y2,0.4481,0.046,0.4615,0.0424
3a,['pos_word_ratio' 'neg_word_ratio'],Y2,0.4336,0.0455,0.4356,0.0418
3a,['pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'],Y2,0.432,0.0467,0.4402,0.0427
3a,"['pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio']",Y2,0.4324,0.0464,0.4305,0.0357
3a,"['pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2']",Y2,0.4137,0.0408,0.4137,0.0358
3a,"['pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y2,0.4169,0.0245,0.4118,0.0394
3a,"['pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y2,0.4266,0.0414,0.3604,0.0326
3a,"['pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y2,0.4236,0.0431,0.362,0.0324
3a,['neg_word_ratio'],Y2,0.4221,0.0506,0.4379,0.0416
3a,['neg_word_ratio' 'sales_share_ratio'],Y2,0.4162,0.0415,0.4402,0.045
3a,['neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio'],Y2,0.4245,0.0487,0.4299,0.0459
3a,['neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'],Y2,0.4021,0.031,0.4138,0.0391
3a,"['neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~']",Y2,0.4054,0.0351,0.4147,0.0427
3a,"['neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~']",Y2,0.4277,0.0449,0.3607,0.0345
3a,"['neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~' 'bin_EPS']",Y2,0.4319,0.0492,0.3623,0.0362
3a,['sales_share_ratio'],Y2,0.41,0.06,0.4563,0.0594
3a,['sales_share_ratio' 'sharesoff_shareout_ratio'],Y2,0.4103,0.0551,0.4495,0.0622
3a,['sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'],Y2,0.3733,0.0246,0.4162,0.0441
3a,['sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~'],Y2,0.3783,0.0327,0.4233,0.057
3a,['sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~'],Y2,0.4275,0.0329,0.3544,0.0476
3a,['sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS'],Y2,0.434,0.0387,0.3542,0.0491
3a,['sharesoff_shareout_ratio'],Y2,0.4343,0.0665,0.4628,0.0605
3a,['sharesoff_shareout_ratio' 'C2'],Y2,0.36,0.0153,0.4219,0.0536
3a,['sharesoff_shareout_ratio' 'C2' 'C3~'],Y2,0.3828,0.063,0.4215,0.0626
3a,['sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~'],Y2,0.4231,0.0455,0.3506,0.0497
3a,['sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS'],Y2,0.4221,0.0497,0.3513,0.0515
3a,['C2'],Y2,0.3492,0.0314,0.4673,0.0358
3a,['C2' 'C3~'],Y2,0.44,0.1149,0.453,0.0551
3a,['C2' 'C3~' 'C6~'],Y2,0.4207,0.0453,0.3609,0.0454
3a,['C2' 'C3~' 'C6~' 'bin_EPS'],Y2,0.4305,0.0442,0.3618,0.0494
3a,['C3~'],Y2,0.5018,0.0543,0.4807,0.0436
3a,['C3~' 'C6~'],Y2,0.4684,0.0552,0.3637,0.0343
